Time_ID,Drive_Torque,Steer_Angle
451,0,0.524
452,0,0.524
453,0,0.524
454,0,0.524
455,0.25,0.524
456,0.5,0.524
457,0,0.524
458,0,0.524
459,0,0.524
460,0,0.524
461,0,0
462,0,0
463,0.25,0
464,0.5,0
465,0.75,0
466,0.75,0
467,1,0
468,1,0
469,1,0
470,1,0
471,1,0.1
472,1,0.2
473,1,0.2
474,1,0.2
475,1,0
476,1,0
477,1,0
478,1,0
479,1,0
480,1,0
481,1,0
482,1,0
483,1,0
484,1,0
485,1,0
486,1,0
487,1,0
488,1,0
489,1,0
490,1,0
491,1,0
492,1,0
493,1,0
494,1,0
495,1,0
496,1,0
497,1,0
498,1,0
499,1,0
500,1,0
501,1,0
502,1,0
503,1,0
504,1,0
505,1,0
506,1,0
507,1,0
508,1,0
509,1,0
510,1,0
511,1,0
512,1,0
513,1,0
514,1,0
515,1,0
516,1,0
517,1,0.08
518,0.04,0.196
519,0,0.28
520,0.24,0.396
521,0.49,0.496
522,0.02,0.523
523,0.24,0.524
524,0.25,0.524
525,0.45,0.524
526,0.74,0.524
527,0.15,0.524
528,0.24,0.524
529,0.25,0.524
530,0.7,0.524
531,0.75,0.524
532,0.006,0.524
533,0,0.524
534,0,0.524
535,0.25,0.524
536,0,0.524
537,0,0.524
538,0.25,0.524
539,0,0.524
540,0,0.524
541,0,0.524
542,0,0.524
543,0,0.524
544,0,0.105
545,0,0
546,0.25,0
547,0,0
548,0.45,0
549,0.5,0
550,0.1,0
551,0,0
552,0.45,0
553,0.02,0
554,0.2,0
555,0.25,0
556,0.1,0
557,0,0.08
558,0,0.1
559,0,0.18
560,0.24,0.296
561,0.05,0.38
562,0,0.496
563,0.2,0.519
564,0.002,0.524
565,0,0.524
566,0,0.524
567,0.4,0.524
568,0.5,0.524
569,0.7,0.524
570,0.03,0.524
571,0,0.524
572,0.49,0.524
573,0.7,0.524
574,0.03,0.524
575,0,0.524
576,0.2,0.524
577,0.25,0.524
578,0.5,0.524
579,0.03,0.524
580,0,0.524
581,0.25,0.524
582,0.25,0.524
583,0.75,0.524
584,0.75,0.524
585,0,0.524
586,0.25,0.524
587,0.5,0.524
588,0,0.524
589,0.2,0.524
590,0.25,0.524
591,0.49,0.524
592,0.004,0.524
593,0,0.524
594,0.45,0.524
595,0.7,0.524
596,0.006,0.524
597,0,0.524
598,0.24,0.524
599,0.45,0.524
600,0.5,0.524
601,0.1,0.524
602,0,0.524
603,0,0.524
604,0.24,0.524
605,0.05,0.524
606,0,0.524
607,0,0.524
608,0,0.524
609,0,0.105
610,0,0
611,0,0
612,0,0
613,0,0
614,0.25,0
615,0.5,0
616,0,0
617,0,0
618,0.25,0
619,0,0
620,0,0
621,0,0
622,0,0.18
623,0,0.28
624,0,0.3
625,0,0.3
626,0.24,0.3
627,0.25,0.3
628,0.5,0.3
629,0,0.3
630,0,0.3
631,0,0.3
632,0.2,0.3
633,0.25,0.3
634,0.5,0.3
635,0.75,0.3
636,1,0.3
637,0,0.3
638,0,0.3
639,0,0.3
640,0,0.3
641,0,0.3
642,0.25,0.3
643,0.5,0.3
644,0,0.3
645,0,0
646,0,0
647,0.25,0
648,0.25,0
649,0.5,0
650,0.75,0
651,1,0
652,0,0
